course_id,course_name,provider,difficulty_level,skills_taught,duration_hours,rating
C0406,Advanced SQL,Coursera,Intermediate,Data Visualization,38,3.65
C0407,Power BI Dashboards,edX,Beginner,R,33,4.63
C0408,Effective Communication,edX,Intermediate,SQL,10,4.22
C0409,Effective Communication,Udemy,Advanced,Leadership,8,4.12
C0410,Advanced SQL,Coursera,Advanced,Leadership,5,4.48
C0411,Python for Data Analysis,Udemy,Beginner,Leadership,39,3.08
C0412,Power BI Dashboards,Coursera,Advanced,Leadership,52,4.89
C0413,Python for Data Analysis,Coursera,Advanced,Communication,51,3.38
C0414,Python for Data Analysis,edX,Beginner,Python,30,3.16
C0415,Effective Communication,edX,Beginner,Power BI,33,3.68
C0416,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Communication,15,4.4
C0417,Machine Learning Fundamentals,Coursera,Intermediate,Data Visualization,55,3.46
C0418,Machine Learning Fundamentals,Coursera,Beginner,Power BI,8,3.1
C0419,Effective Communication,edX,Intermediate,Leadership,26,3.11
C0420,Leadership Skills,Coursera,Intermediate,SQL,37,3.51
C0421,Excel for Business,Coursera,Intermediate,SQL,38,3.27
C0422,Python for Data Analysis,Coursera,Beginner,SQL,35,3.74
C0423,Advanced SQL,Udemy,Intermediate,Data Visualization,14,3.35
C0424,Power BI Dashboards,LinkedIn Learning,Advanced,Excel,39,3.69
C0425,Excel for Business,LinkedIn Learning,Beginner,Communication,57,3.89
C0426,Machine Learning Fundamentals,Coursera,Beginner,Data Visualization,32,4.49
C0427,Effective Communication,Coursera,Intermediate,R,27,3.45
C0428,Leadership Skills,edX,Beginner,Excel,53,3.95
C0429,Excel for Business,LinkedIn Learning,Intermediate,Machine Learning,16,4.63
C0430,Effective Communication,LinkedIn Learning,Beginner,Machine Learning,33,4.97
C0431,Excel for Business,edX,Intermediate,Machine Learning,6,4.11
C0432,Python for Data Analysis,LinkedIn Learning,Beginner,Communication,17,3.86
C0433,Python for Data Analysis,Udemy,Beginner,SQL,40,4.26
C0434,Effective Communication,edX,Intermediate,Python,51,3.97
C0435,Advanced SQL,Coursera,Advanced,Communication,30,3.33
C0436,Power BI Dashboards,Udemy,Beginner,Java,21,3.92
C0437,Power BI Dashboards,LinkedIn Learning,Advanced,Data Visualization,47,4.96
C0438,Machine Learning Fundamentals,Coursera,Advanced,Communication,37,4.28
C0439,Advanced SQL,LinkedIn Learning,Beginner,Excel,26,3.57
C0440,Java Programming,LinkedIn Learning,Beginner,Excel,6,4.89
C0441,Power BI Dashboards,Coursera,Intermediate,SQL,14,3.78
C0442,Leadership Skills,Coursera,Intermediate,Leadership,43,3.78
C0443,Excel for Business,Udemy,Advanced,SQL,30,4.23
C0444,Java Programming,LinkedIn Learning,Intermediate,Machine Learning,34,4.14
C0445,Excel for Business,edX,Intermediate,Java,26,3.58
C0446,Power BI Dashboards,edX,Intermediate,Java,15,3.93
C0447,Excel for Business,edX,Intermediate,SQL,26,3.67
C0448,Effective Communication,LinkedIn Learning,Beginner,Machine Learning,28,4.48
C0449,Excel for Business,LinkedIn Learning,Intermediate,Excel,33,3.25
C0450,Effective Communication,Coursera,Advanced,R,55,4.5
C0451,Machine Learning Fundamentals,Udemy,Beginner,Excel,14,3.32
C0452,Excel for Business,LinkedIn Learning,Beginner,Python,38,3.61
C0453,Effective Communication,edX,Advanced,R,50,3.67
C0454,Power BI Dashboards,LinkedIn Learning,Beginner,Java,29,4.98
C0455,Python for Data Analysis,Udemy,Beginner,SQL,25,4.18
C0456,Excel for Business,LinkedIn Learning,Advanced,Data Visualization,58,4.56
C0457,Java Programming,Udemy,Intermediate,Data Visualization,43,4.11
C0458,Power BI Dashboards,Coursera,Beginner,Excel,17,4.97
C0459,Excel for Business,Udemy,Intermediate,Leadership,6,3.35
C0460,Leadership Skills,edX,Advanced,Machine Learning,10,4.21
C0461,Advanced SQL,LinkedIn Learning,Beginner,Java,5,4.59
C0462,Effective Communication,LinkedIn Learning,Intermediate,Data Visualization,32,4.26
C0463,Machine Learning Fundamentals,edX,Advanced,Communication,26,4.79
C0464,Leadership Skills,Udemy,Beginner,Communication,15,4.2
C0465,Python for Data Analysis,LinkedIn Learning,Beginner,SQL,43,4.65
C0466,Effective Communication,LinkedIn Learning,Intermediate,Machine Learning,9,3.35
C0467,Excel for Business,Udemy,Beginner,Communication,22,3.52
C0468,Power BI Dashboards,Udemy,Intermediate,R,24,3.89
C0469,Python for Data Analysis,Udemy,Intermediate,Excel,16,4.7
C0470,Excel for Business,LinkedIn Learning,Beginner,Communication,25,3.85
C0471,Java Programming,edX,Advanced,Excel,31,4.25
C0472,Advanced SQL,edX,Beginner,R,54,3.79
C0473,Power BI Dashboards,Coursera,Advanced,R,45,4.61
C0474,Machine Learning Fundamentals,Udemy,Intermediate,Data Visualization,38,3.4
C0475,Excel for Business,edX,Intermediate,Leadership,22,4.19
C0476,Power BI Dashboards,Udemy,Beginner,Python,38,4.16
C0477,Leadership Skills,LinkedIn Learning,Beginner,R,6,3.81
C0478,Java Programming,edX,Beginner,R,57,4.41
C0479,Excel for Business,LinkedIn Learning,Intermediate,Data Visualization,18,3.06
C0480,Machine Learning Fundamentals,Coursera,Beginner,Communication,43,4.68
C0481,Advanced SQL,edX,Advanced,SQL,5,3.7
C0482,Effective Communication,edX,Advanced,Python,32,4.59
C0483,Java Programming,Coursera,Intermediate,SQL,45,3.61
C0484,Machine Learning Fundamentals,Udemy,Intermediate,Power BI,31,3.38
C0485,Leadership Skills,edX,Beginner,Power BI,34,3.78
C0486,Machine Learning Fundamentals,Coursera,Beginner,Python,26,4.59
C0487,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Java,16,4.41
C0488,Java Programming,Coursera,Advanced,Data Visualization,5,3.8
C0489,Effective Communication,LinkedIn Learning,Intermediate,Java,37,4.88
C0490,Python for Data Analysis,Coursera,Beginner,Java,45,3.82
C0491,Power BI Dashboards,edX,Beginner,Communication,52,3.7
C0492,Excel for Business,Udemy,Beginner,Data Visualization,53,3.29
C0493,Effective Communication,edX,Beginner,SQL,5,3.14
C0494,Advanced SQL,edX,Advanced,Power BI,9,3.7
C0495,Excel for Business,LinkedIn Learning,Beginner,Python,52,3.18
C0496,Python for Data Analysis,edX,Advanced,Data Visualization,9,3.93
C0497,Advanced SQL,Coursera,Intermediate,Python,11,4.72
C0498,Python for Data Analysis,Udemy,Beginner,Data Visualization,24,3.95
C0499,Java Programming,edX,Advanced,Excel,30,3.96
C0500,Excel for Business,Udemy,Advanced,Power BI,53,3.51
C0501,Advanced SQL,LinkedIn Learning,Advanced,Excel,10,3.33
C0502,Leadership Skills,edX,Beginner,Excel,30,3.44
C0503,Effective Communication,Udemy,Advanced,Java,7,4.14
C0504,Excel for Business,Coursera,Advanced,Power BI,43,4.18
C0505,Power BI Dashboards,Udemy,Intermediate,Excel,18,3.44
C0506,Java Programming,Coursera,Beginner,R,53,3.8
C0507,Python for Data Analysis,Coursera,Advanced,Python,18,4.14
C0508,Power BI Dashboards,LinkedIn Learning,Advanced,Java,24,4.52
C0509,Leadership Skills,Udemy,Beginner,Communication,48,3.64
C0510,Leadership Skills,edX,Beginner,Java,13,3.54
C0511,Power BI Dashboards,edX,Advanced,Data Visualization,10,4.46
C0512,Excel for Business,edX,Beginner,Excel,6,4.03
C0513,Leadership Skills,edX,Beginner,Machine Learning,42,4.71
C0514,Excel for Business,Udemy,Beginner,Leadership,45,3.42
C0515,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Java,47,4.54
C0516,Machine Learning Fundamentals,edX,Beginner,Leadership,37,3.32
C0517,Advanced SQL,edX,Advanced,Leadership,48,4.17
C0518,Excel for Business,Coursera,Advanced,SQL,9,3.57
C0519,Python for Data Analysis,Udemy,Intermediate,Excel,17,3.2
C0520,Java Programming,Coursera,Intermediate,Machine Learning,19,4.23
C0521,Excel for Business,Coursera,Beginner,Excel,49,4.01
C0522,Excel for Business,LinkedIn Learning,Beginner,R,59,3.97
C0523,Effective Communication,edX,Advanced,R,38,4.19
C0524,Power BI Dashboards,edX,Intermediate,Machine Learning,13,3.74
C0525,Power BI Dashboards,Udemy,Beginner,Python,30,4.34
C0526,Leadership Skills,Coursera,Beginner,Python,34,3.26
C0527,Machine Learning Fundamentals,edX,Intermediate,Power BI,26,4.43
C0528,Effective Communication,LinkedIn Learning,Intermediate,Data Visualization,29,4.16
C0529,Advanced SQL,Coursera,Beginner,Java,44,3.97
C0530,Advanced SQL,LinkedIn Learning,Intermediate,Excel,8,3.26
C0531,Excel for Business,LinkedIn Learning,Intermediate,Power BI,51,3.56
C0532,Effective Communication,LinkedIn Learning,Intermediate,Machine Learning,32,3.59
C0533,Python for Data Analysis,edX,Advanced,R,58,3.47
C0534,Power BI Dashboards,LinkedIn Learning,Beginner,Power BI,41,4.91
C0535,Python for Data Analysis,LinkedIn Learning,Intermediate,Excel,14,4.83
C0536,Effective Communication,edX,Intermediate,Data Visualization,13,4.09
C0537,Power BI Dashboards,edX,Beginner,Data Visualization,40,3.41
C0538,Effective Communication,edX,Advanced,R,5,4.82
C0539,Effective Communication,Udemy,Beginner,Leadership,34,4.5
C0540,Excel for Business,Coursera,Intermediate,R,15,3.08
C0541,Java Programming,Coursera,Intermediate,Data Visualization,29,3.98
C0542,Advanced SQL,Udemy,Beginner,Machine Learning,15,4.21
C0543,Effective Communication,Udemy,Advanced,Power BI,45,3.13
C0544,Excel for Business,Udemy,Beginner,Communication,59,3.1
C0545,Power BI Dashboards,edX,Beginner,Data Visualization,9,3.93
C0546,Effective Communication,LinkedIn Learning,Beginner,SQL,31,3.0
C0547,Advanced SQL,edX,Advanced,Excel,27,3.09
C0548,Python for Data Analysis,LinkedIn Learning,Beginner,Communication,23,3.33
C0549,Python for Data Analysis,Coursera,Beginner,Excel,57,4.82
C0550,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Excel,7,4.53
C0551,Leadership Skills,Udemy,Intermediate,R,12,3.9
C0552,Python for Data Analysis,Coursera,Advanced,Power BI,52,3.96
C0553,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Power BI,53,4.37
C0554,Advanced SQL,Udemy,Intermediate,Python,40,3.95
C0555,Excel for Business,LinkedIn Learning,Beginner,Leadership,59,3.13
C0556,Java Programming,LinkedIn Learning,Intermediate,Data Visualization,19,4.48
C0557,Effective Communication,LinkedIn Learning,Beginner,R,17,3.12
C0558,Effective Communication,Coursera,Beginner,Java,34,3.97
C0559,Leadership Skills,LinkedIn Learning,Beginner,SQL,45,4.72
C0560,Excel for Business,Udemy,Intermediate,Machine Learning,14,3.23
C0561,Effective Communication,LinkedIn Learning,Advanced,Data Visualization,38,4.41
C0562,Advanced SQL,Udemy,Beginner,Data Visualization,34,3.09
C0563,Effective Communication,edX,Advanced,Communication,29,4.99
C0564,Leadership Skills,Coursera,Advanced,Java,10,4.36
C0565,Effective Communication,edX,Intermediate,Python,59,4.94
C0566,Advanced SQL,edX,Beginner,R,56,4.34
C0567,Power BI Dashboards,Coursera,Intermediate,R,41,3.48
C0568,Python for Data Analysis,edX,Advanced,Leadership,21,4.85
C0569,Python for Data Analysis,Udemy,Advanced,Java,40,4.25
C0570,Python for Data Analysis,Udemy,Advanced,R,44,4.15
C0571,Machine Learning Fundamentals,Udemy,Beginner,Communication,36,3.86
C0572,Python for Data Analysis,Udemy,Beginner,SQL,26,3.57
C0573,Effective Communication,edX,Intermediate,Python,59,4.06
C0574,Effective Communication,Coursera,Advanced,Communication,37,3.73
C0575,Power BI Dashboards,edX,Beginner,Java,59,4.71
C0576,Excel for Business,Coursera,Advanced,Data Visualization,26,3.06
C0577,Java Programming,Coursera,Beginner,Power BI,40,4.06
C0578,Leadership Skills,edX,Intermediate,Power BI,22,4.67
C0579,Excel for Business,edX,Advanced,Power BI,32,3.06
C0580,Java Programming,Udemy,Beginner,Java,17,3.56
C0581,Effective Communication,Coursera,Intermediate,Leadership,22,3.1
C0582,Java Programming,Coursera,Intermediate,Python,27,4.19
C0583,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Data Visualization,39,3.63
C0584,Power BI Dashboards,Coursera,Intermediate,Machine Learning,22,4.92
C0585,Advanced SQL,Udemy,Beginner,Power BI,14,4.23
C0586,Effective Communication,Coursera,Advanced,SQL,55,4.12
C0587,Excel for Business,LinkedIn Learning,Intermediate,Excel,6,4.83
C0588,Leadership Skills,LinkedIn Learning,Advanced,Power BI,18,3.45
C0589,Power BI Dashboards,Coursera,Beginner,Data Visualization,36,4.12
C0590,Leadership Skills,Udemy,Advanced,Leadership,34,4.09
C0591,Java Programming,LinkedIn Learning,Intermediate,Python,23,3.16
C0592,Leadership Skills,LinkedIn Learning,Intermediate,Python,9,4.86
C0593,Advanced SQL,LinkedIn Learning,Intermediate,Excel,52,4.4
C0594,Leadership Skills,edX,Intermediate,SQL,36,4.78
C0595,Machine Learning Fundamentals,Udemy,Beginner,Excel,14,4.97
C0596,Effective Communication,Udemy,Advanced,Excel,9,3.96
C0597,Python for Data Analysis,edX,Beginner,Python,18,4.61
C0598,Effective Communication,Coursera,Intermediate,Machine Learning,43,4.16
C0599,Power BI Dashboards,LinkedIn Learning,Advanced,Java,46,4.95
C0600,Effective Communication,LinkedIn Learning,Intermediate,Communication,47,3.49
C0601,Excel for Business,edX,Advanced,Python,23,3.03
C0602,Machine Learning Fundamentals,Coursera,Advanced,Data Visualization,15,3.37
C0603,Effective Communication,Udemy,Intermediate,Leadership,39,3.26
C0604,Power BI Dashboards,Coursera,Beginner,Data Visualization,43,3.87
C0605,Machine Learning Fundamentals,Udemy,Intermediate,R,50,3.15
C0606,Advanced SQL,LinkedIn Learning,Advanced,Leadership,42,3.44
C0607,Power BI Dashboards,Coursera,Beginner,R,26,3.19
C0608,Effective Communication,Udemy,Beginner,Data Visualization,56,3.97
C0609,Effective Communication,Coursera,Beginner,R,49,3.53
C0610,Python for Data Analysis,Coursera,Beginner,SQL,50,3.94
C0611,Advanced SQL,Coursera,Advanced,Java,34,3.18
C0612,Python for Data Analysis,edX,Advanced,Leadership,56,4.03
C0613,Machine Learning Fundamentals,Udemy,Intermediate,Leadership,34,3.26
C0614,Leadership Skills,Udemy,Advanced,SQL,51,3.2
C0615,Python for Data Analysis,LinkedIn Learning,Intermediate,Python,54,3.62
C0616,Advanced SQL,Udemy,Advanced,Power BI,15,4.75
C0617,Advanced SQL,LinkedIn Learning,Intermediate,Leadership,26,4.58
C0618,Advanced SQL,edX,Beginner,Machine Learning,14,4.92
C0619,Effective Communication,LinkedIn Learning,Beginner,Data Visualization,47,3.92
C0620,Machine Learning Fundamentals,LinkedIn Learning,Advanced,SQL,23,3.62
C0621,Excel for Business,edX,Beginner,Leadership,58,4.94
C0622,Machine Learning Fundamentals,edX,Intermediate,Data Visualization,19,3.76
C0623,Advanced SQL,edX,Intermediate,R,39,3.02
C0624,Machine Learning Fundamentals,Coursera,Beginner,SQL,39,4.64
C0625,Leadership Skills,Udemy,Beginner,Data Visualization,5,3.34
C0626,Power BI Dashboards,Coursera,Beginner,Communication,51,4.44
C0627,Leadership Skills,LinkedIn Learning,Advanced,SQL,49,3.03
C0628,Leadership Skills,edX,Intermediate,Python,51,3.22
C0629,Power BI Dashboards,edX,Advanced,Leadership,57,3.97
C0630,Excel for Business,Coursera,Advanced,SQL,22,3.14
C0631,Leadership Skills,LinkedIn Learning,Intermediate,Machine Learning,30,4.78
C0632,Machine Learning Fundamentals,Udemy,Intermediate,Leadership,22,4.5
C0633,Leadership Skills,LinkedIn Learning,Intermediate,Python,45,3.66
C0634,Leadership Skills,edX,Advanced,R,22,4.2
C0635,Effective Communication,LinkedIn Learning,Intermediate,Machine Learning,47,4.43
C0636,Leadership Skills,Coursera,Beginner,SQL,22,4.51
C0637,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Python,36,3.79
C0638,Power BI Dashboards,Coursera,Advanced,Python,42,4.8
C0639,Advanced SQL,LinkedIn Learning,Beginner,SQL,31,4.88
C0640,Python for Data Analysis,LinkedIn Learning,Beginner,R,53,3.39
C0641,Advanced SQL,Coursera,Advanced,SQL,33,4.82
C0642,Excel for Business,Coursera,Advanced,Python,53,4.43
C0643,Python for Data Analysis,Udemy,Intermediate,Power BI,45,4.78
C0644,Advanced SQL,Udemy,Beginner,R,24,3.85
C0645,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Java,39,4.32
C0646,Effective Communication,edX,Beginner,Leadership,27,3.47
C0647,Leadership Skills,edX,Advanced,Java,16,4.5
C0648,Java Programming,Udemy,Beginner,SQL,57,4.16
C0649,Java Programming,Udemy,Beginner,Communication,39,3.96
C0650,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Leadership,40,4.39
C0651,Power BI Dashboards,Coursera,Intermediate,Python,46,4.1
C0652,Machine Learning Fundamentals,Coursera,Beginner,Machine Learning,58,4.53
C0653,Machine Learning Fundamentals,Coursera,Intermediate,Leadership,32,4.72
C0654,Excel for Business,edX,Beginner,Java,41,4.6
C0655,Leadership Skills,edX,Intermediate,Communication,24,3.62
C0656,Effective Communication,edX,Intermediate,Java,39,4.95
C0657,Python for Data Analysis,edX,Beginner,Data Visualization,58,4.3
C0658,Advanced SQL,Coursera,Advanced,Python,11,3.65
C0659,Advanced SQL,LinkedIn Learning,Advanced,Power BI,38,3.09
C0660,Excel for Business,LinkedIn Learning,Beginner,Machine Learning,10,4.98
C0661,Python for Data Analysis,edX,Beginner,Power BI,23,4.2
C0662,Leadership Skills,edX,Advanced,Communication,46,3.46
C0663,Machine Learning Fundamentals,Coursera,Intermediate,SQL,12,3.98
C0664,Java Programming,Coursera,Advanced,Leadership,52,3.8
C0665,Java Programming,LinkedIn Learning,Advanced,R,34,4.9
C0666,Effective Communication,Udemy,Advanced,Leadership,6,3.99
C0667,Leadership Skills,LinkedIn Learning,Intermediate,Python,20,3.97
C0668,Excel for Business,LinkedIn Learning,Advanced,SQL,57,4.59
C0669,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Java,50,3.78
C0670,Advanced SQL,Coursera,Beginner,Python,28,3.39
C0671,Excel for Business,edX,Intermediate,SQL,29,4.54
C0672,Effective Communication,Coursera,Beginner,Communication,17,4.82
C0673,Excel for Business,edX,Intermediate,Machine Learning,59,3.09
C0674,Java Programming,Udemy,Advanced,Python,13,4.72
C0675,Excel for Business,Udemy,Advanced,Python,34,3.88
C0676,Leadership Skills,Udemy,Beginner,SQL,13,3.58
C0677,Java Programming,edX,Beginner,Excel,44,3.08
C0678,Advanced SQL,LinkedIn Learning,Advanced,R,11,3.41
C0679,Effective Communication,edX,Advanced,Excel,20,3.67
C0680,Advanced SQL,Udemy,Beginner,Java,42,3.14
C0681,Power BI Dashboards,LinkedIn Learning,Intermediate,Machine Learning,36,3.38
C0682,Java Programming,Udemy,Intermediate,Data Visualization,33,4.47
C0683,Java Programming,edX,Intermediate,Communication,47,4.37
C0684,Effective Communication,LinkedIn Learning,Beginner,R,55,4.54
C0685,Advanced SQL,edX,Intermediate,Java,44,3.33
C0686,Effective Communication,edX,Intermediate,Excel,55,3.09
C0687,Advanced SQL,edX,Advanced,Leadership,19,3.94
C0688,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Power BI,15,3.69
C0689,Java Programming,Udemy,Advanced,Java,13,4.55
C0690,Java Programming,Udemy,Advanced,Leadership,20,4.08
C0691,Java Programming,LinkedIn Learning,Advanced,Excel,29,4.86
C0692,Advanced SQL,Coursera,Beginner,Leadership,36,3.12
C0693,Effective Communication,LinkedIn Learning,Intermediate,Machine Learning,49,3.73
C0694,Python for Data Analysis,Coursera,Intermediate,Machine Learning,14,3.81
C0695,Machine Learning Fundamentals,edX,Beginner,Data Visualization,14,3.25
C0696,Effective Communication,Udemy,Intermediate,Excel,34,4.17
C0697,Effective Communication,edX,Intermediate,Power BI,24,3.08
C0698,Effective Communication,Coursera,Intermediate,Power BI,45,4.43
C0699,Power BI Dashboards,LinkedIn Learning,Advanced,Machine Learning,38,3.07
C0700,Python for Data Analysis,edX,Advanced,R,5,4.75
C0701,Power BI Dashboards,LinkedIn Learning,Beginner,Communication,36,3.13
C0702,Excel for Business,LinkedIn Learning,Advanced,Java,44,3.91
