jid,title,location,proj_quals,job_desc,start_date,end_date
J0224,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/13/2025,6/5/2025
J0225,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/25/2025,9/7/2025
J0226,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/10/2025,6/29/2025
J0227,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/4/2025,8/11/2025
J0228,Software Engineer,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,2/19/2025,7/15/2025
J0229,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/22/2025,7/21/2025
J0230,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/2/2025,9/7/2025
J0231,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/30/2025,6/26/2025
J0232,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/22/2025,7/3/2025
J0233,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/26/2025,7/14/2025
J0234,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/12/2025,6/14/2025
J0235,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/11/2025,9/7/2025
J0236,Marketing Specialist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,2/8/2025,8/27/2025
J0237,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/22/2025,6/16/2025
J0238,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/12/2025,7/16/2025
J0239,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/17/2025,6/21/2025
J0240,Project Manager,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/14/2025,8/29/2025
J0241,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/5/2025,7/13/2025
J0242,Software Engineer,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/6/2025,8/29/2025
J0243,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/20/2025,9/7/2025
J0244,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,3/19/2025,6/19/2025
J0245,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/10/2025,8/31/2025
J0246,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/1/2025,8/23/2025
J0247,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/18/2025,6/19/2025
J0248,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,4/4/2025,6/3/2025
J0249,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/8/2025,6/9/2025
J0250,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,3/8/2025,6/30/2025
J0251,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/23/2025,6/10/2025
J0252,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/21/2025,8/28/2025
J0253,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/11/2025,6/22/2025
J0254,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/9/2025,8/28/2025
J0255,Data Analyst,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,3/6/2025,8/2/2025
J0256,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/12/2025,7/8/2025
J0257,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/28/2025,6/10/2025
J0258,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/1/2025,8/19/2025
J0259,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/17/2025,8/6/2025
J0260,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/21/2025,6/11/2025
J0261,Project Manager,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/6/2025,7/11/2025
J0262,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/21/2025,8/28/2025
J0263,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/14/2025,9/5/2025
J0264,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/1/2025,6/18/2025
J0265,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/30/2025,6/17/2025
J0266,Marketing Specialist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,2/22/2025,6/20/2025
J0267,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/21/2025,7/22/2025
J0268,Software Engineer,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/19/2025,6/3/2025
J0269,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/19/2025,8/25/2025
J0270,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/14/2025,7/8/2025
J0271,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,4/11/2025,8/13/2025
J0272,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/24/2025,8/5/2025
J0273,Data Analyst,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/27/2025,8/2/2025
J0274,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/22/2025,6/26/2025
J0275,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,4/2/2025,7/12/2025
J0276,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/4/2025,8/12/2025
J0277,Project Manager,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,1/2/2025,9/1/2025
J0278,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/14/2025,6/26/2025
J0279,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/26/2025,9/4/2025
J0280,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/20/2025,8/18/2025
J0281,Marketing Specialist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/23/2025,6/25/2025
J0282,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/24/2025,6/30/2025
J0283,Software Engineer,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,4/10/2025,8/2/2025
J0284,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,3/18/2025,7/3/2025
J0285,Data Scientist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/9/2025,6/6/2025
J0286,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/27/2025,6/9/2025
J0287,Software Engineer,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/14/2025,6/30/2025
J0288,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,4/2/2025,6/18/2025
J0289,Project Manager,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,1/22/2025,8/8/2025
J0290,Data Analyst,Hanoi,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/25/2025,7/29/2025
J0291,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/15/2025,7/24/2025
J0292,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/24/2025,6/14/2025
J0293,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/28/2025,6/17/2025
J0294,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/8/2025,6/25/2025
J0295,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/1/2025,9/4/2025
J0296,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,4/2/2025,7/8/2025
J0297,Data Analyst,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/22/2025,8/15/2025
J0298,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/6/2025,8/10/2025
J0299,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/11/2025,8/13/2025
J0300,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,4/9/2025,6/17/2025
J0301,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/8/2025,8/24/2025
J0302,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/14/2025,6/11/2025
J0303,Software Engineer,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/23/2025,6/10/2025
J0304,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/10/2025,7/15/2025
J0305,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/7/2025,6/24/2025
J0306,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/13/2025,7/19/2025
J0307,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/29/2025,9/8/2025
J0308,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/31/2025,7/15/2025
J0309,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/27/2025,8/16/2025
J0310,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/10/2025,6/7/2025
J0311,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/14/2025,8/12/2025
J0312,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/15/2025,6/30/2025
J0313,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/30/2025,6/20/2025
J0314,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/26/2025,7/24/2025
J0315,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/11/2025,6/9/2025
J0316,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/5/2025,8/9/2025
J0317,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/8/2025,6/30/2025
J0318,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/9/2025,7/29/2025
J0319,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/29/2025,9/9/2025
J0320,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/15/2025,7/6/2025
J0321,Data Scientist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/14/2025,6/14/2025
J0322,Software Engineer,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/28/2025,6/27/2025
J0323,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/26/2025,6/13/2025
J0324,Marketing Specialist,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,3/24/2025,7/8/2025
J0325,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,4/9/2025,9/6/2025
J0326,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/11/2025,7/14/2025
J0327,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/11/2025,6/17/2025
J0328,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/19/2025,8/1/2025
J0329,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/23/2025,6/6/2025
J0330,Data Scientist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,1/31/2025,7/14/2025
J0331,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/12/2025,9/4/2025
J0332,Marketing Specialist,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,3/27/2025,7/31/2025
J0333,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/19/2025,7/5/2025
J0334,Marketing Specialist,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,1/13/2025,8/8/2025
J0335,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/21/2025,7/25/2025
J0336,Software Engineer,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,1/28/2025,7/1/2025
J0337,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/11/2025,6/6/2025
J0338,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,2/2/2025,8/4/2025
J0339,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/22/2025,8/6/2025
J0340,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/26/2025,8/8/2025
J0341,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/25/2025,7/16/2025
J0342,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/15/2025,7/8/2025
J0343,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/14/2025,7/10/2025
J0344,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/11/2025,7/4/2025
